Title,Company,Date,Location,Skills,Links,Job Requirements
,,,,,,"Experience: Minimum of 5 years of professional experience in Python development.Education: Bachelor’s degree in Computer Science, Engineering, or a related field.Technical Skills:Strong proficiency in Python and its frameworks (e.g., Django, Flask).Experience with front-end technologies (e.g., HTML, CSS, JavaScript).Proficiency in database systems (e.g., PostgreSQL, MySQL).Experience with RESTful APIs and microservices architecture.Familiarity with version control systems (e.g., Git).Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes).Soft Skills:Excellent problem-solving skills.Strong communication and teamwork abilities.Ability to work in a fast-paced, agile development environment.Strong attention to detail and commitment to quality.Preferred Qualifications:Experience with cloud platforms (e.g., AWS, Azure, Google Cloud).Knowledge of machine learning and data analysis.Previous experience in startup environments or with business automation solutions.Additional Responsibilities:Providing support to Sherkety’s clients outside of Egypt, ensuring effective implementation and operation of our services.Collaborating with international teams to tailor solutions that meet the needs of a diverse client base."
,,,,,,"Graduates of Production , Mechatronics, Electromechanics “OR” Industrial Engineer Alexandria University “OR” Arab Academy for Science and Technology.Graduate of 2021 & 2022 & 2023 ONLY.Males with Military service defined.Alexandria Residence only.Good to Excellent English commands.Perfect Ms. Office commands.Good knowledge about SQL language.Ability to work under pressure and meet deadlines with a flexible schedule.Good communication and presentation skills.Ability to deal with different ages and mindsets.Familiar with industrial engineering processes and applications.the ability to lead a team or to be a part of a team.the ability to manage people from different cultures & to help them through their problems.Knowledge of production and processes:• Just-in-time (JIT)• Lean• 5S• Total Quality Management (TQM)• Visual aids• Work standards all in a continuous improvement ""Kaizen-mode"" "
,,,,,,"Job Requirements & Skills:•           Bachelor’s degree in accounting, business management or relevant.•           Prior Administrative experience.•           4-6 years of experience Max Age 30 Females only.•           Knowledge of office management systems and procedures.•           Working knowledge of office equipment, like printers and fax machines.•           Proficiency in MS Office (MS Excel and MS PowerPoint, in particular).•           Excellent time management skills and the ability to prioritize work.•           Presentation skills, Attention to detail and problem-solving skills.•           Excellent written and verbal communication skills.•           Strong organizational skills with the ability to multi-task.•           The ability to accept and understand instructions.•           Excellent Command in English.•           Providing accurate translation into English of various types of documents, texts and contents on time.•           Positive attitude, willingness to learn, and eagerness to take on new challenges and responsibilities.   "
,,,,,,"Preferred Experience:PostgreSQL Databases: Knowledge of managing and maintaining PostgreSQL databases, including performance tuning and backup strategies.Distributed NoSQL Databases: Experience with distributed NoSQL databases, ensuring data consistency and availability.NodeJS Application Servers: Understanding of deploying and managing NodeJS application servers, optimizing for performance and reliability.Tomcat Web Applications: Experience in managing Tomcat web applications, including configuration, deployment, and performance tuning.ARCGIS Servers: Familiarity with ARCGIS servers for managing and serving geographic information system (GIS) data.Machine Learning Servers with Docker: Experience in setting up and managing machine learning environments using Docker containers, ensuring efficient resource utilization.Qualifications:Education: Bachelor’s degree in computer science, Information Technology, or a related field. Relevant certifications in AWS are a plus.Experience: Approximately 10 years of experience in IT, with 5 to 7 years specifically working with AWS services.Skills:Proficiency in managing AWS infrastructure and services.Strong understanding of Docker containerization and orchestration.Expertise in IAM policies and security best practices.Proficient in monitoring and maintaining system performance.Familiarity with PostgreSQL and NoSQL databases.Experience with NodeJS, Tomcat, and ARCGIS servers.Knowledge of machine learning server setups using Docker.Personal Attributes:Excellent problem-solving skills and the ability to troubleshoot complex issues.Strong communication and collaboration skills.Ability to work independently and as part of a team.Detail-oriented with a focus on continuous improvement and innovation."
,,,,,,GPA must be al least 3.5Bachelor of Production or Mechanical Engineering ONLYVery good English Language (Writing and Speaking)Excellent Communication Skills 
,,,,,,Proven experience as quality managerConscientious and responsibleA keen eye for detail and a results driven approachOutstanding communication skillsExcellent organizational and leadership skillsProficient in MS OfficeIn depth understanding of quality control procedures and relevant legal standardThe scientific specialization must be a Bachelor of ScienceCertification of quality control is a strong advantage (ISO 9000 etc.)
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,"Minimum 3 years experience teaching AI data science and machine learning courses in a well known Training Centers or the ITI or the NTI.5+ years of industry experience.Teaching/tutoring/mentorship experience.Proficiency in Python, Machine Learning (Unsupervised and Supervised Learning), Natural Language Processing, Deep Learning and Neural Networks, Linear Regression, Transformers, and AI applications.Share your own professional experiences and industry insight with the students.Be able to infuse empathy, support, encouragement, and fun into the student experience."
,,,,,,"Required Skills and Qualifications:10+ years of experience in Python programming.Extensive experience with TensorFlow and PyTorch.Strong knowledge of machine learning algorithms and deep learning techniques.Proficiency in data visualization tools such as Matplotlib, Seaborn, or Plotly.Experience with data preprocessing and feature engineering.Familiarity with cloud platforms (AWS, Azure, GCP) and containerization (Docker, Kubernetes).Excellent problem-solving skills and attention to detail.Strong communication skills and ability to work collaboratively in a team environment.Preferred Qualifications:Experience with big data technologies (e.g., Hadoop, Spark).Knowledge of natural language processing (NLP) and computer vision.Familiarity with Agile/Scrum development methodologies.Experience with CI/CD pipelines for ML models.What We Offer:Competitive salary and benefits.Opportunities for professional growth and development.A collaborative and innovative work environment.The chance to work on challenging and rewarding projects. Citylogix is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees."
,,,,,,"Experience:2-4 years of proven experience as a Machine Learning Engineer or similar role with a demonstrable project portfolio.Search Engines and recommendation previous experience is preferred.Skills and Abilities:Proficiency in programming languages such as PythonStrong understanding of machine learning algorithms and techniques.Advanced Knowledge of Technical stack such as Python, Elasticsearch, Docker, MySQL.Proficient in using machine learning frameworks and tools such as TensorFlow, PyTorch, pandas and scikit-learn.Strong analytical and logical thinking for tackling complex challenges.Excellent ability to communicate technical concepts to both technical and non-technical stakeholders.Strong understanding of search methodologies, including indexing, query processing, and relevance ranking.Language Proficiency:Fluent English and Arabic verbal and written."
,,,,,,"1. Bachelor's or Master's degree in Computer Science, Artificial Intelligence, or a related field.2. Minimum of 4 years of professional experience in developing and deploying machine learning models, with a strong emphasis on computer vision applications.3. Extensive knowledge of machine learning concepts, algorithms, and frameworks, including but not limited to CNN, RNN, LSTM, and Transformers.4. Proven track record of selecting and implementing appropriate machine learning models based on project requirements and performance metrics.5. Proficiency in programming languages such as Python, C++, and Java, along with experience in deep learning frameworks like TensorFlow, PyTorch, or Keras.6. In-depth understanding and hands-on experience with the YOLO object detection framework, including training, fine-tuning, and deploying YOLO models for various applications.7. Familiarity with computer vision techniques, including image preprocessing, augmentation, segmentation, and object tracking.8. Strong problem-solving skills and the ability to analyze and optimize model performance.9. Excellent communication and collaboration skills, with the ability to work effectively in a team environment.10. Experience with version control systems (e.g., Git) and collaborative development tools (e.g., Jira, Confluence)."
,,,,,,"Qualifications:Master's or PhD in Computer Science, Artificial Intelligence, Biomedical Engineering, or related field.Proven experience in leading AI projects, preferably in the healthcare domain.Strong background in machine learning, deep learning, and computer visionFamiliarity with medical imaging technologies (e.g., MRI, CT, X-ray) and clinical workflowsExperience with regulatory standards in healthcare technology (e.g., HIPAA, FDA)Excellent problem-solving, leadership, and communication skillsSkills:Proficiency in programming languages such as Python, C++, or JavaExperience with AI and ML frameworks.Strong analytical and critical thinking abilitiesAbility to work in a fast-paced and dynamic environment."
,,,,,,"Good command of some or all of the following (the more the better):Backend DevelopmentWeb frameworks (preferably: Python Django)APIs  (Preferably: DRF)Data Access (Preferably Django ORM )Experience in frameworks and languages similar to those preferred (such as C#, Java or PHP frameworks) is highly considered - as the concepts are mostly the same - provided that you exhibit ability to learn new frameworks and languages easily.Frontend DevelopmentHTMLCSSJavascript Frameworks (Preferably Vue.js)Experience in development of Enterprise SystemsPortalsAPI PlatformsIntegration (Application and data integration)Enterprise web applicationsDatabase design/modeling and developmentBackground tasks and message queuesReports/Business IntelligenceDatabaseComplex SQL queries and ObjectsMobile AppMobile app development capabilities (preferably Flutter) is a plus.Artificial IntelligenceAI capabilities are a plus.Business IntelligenceBusiness Intelligence capabilities are a plus.DevOpsGitlabDockerKubernetesGunicornWaitressIISLinuxWindows Server"
,,,,,,"Qualifications and skills required:• A bachelor degree (computer science, engineering, preferred)• 0-1 years of relevant experience.• Java Knowledge.• Database Knowledge.• PHP, javascript (nodejs) is a plus• Java programming experience• OOP knowledge• Troubleshooting skills• Problem solving skills• Analytical skills• Database experience (MySQL)• Good understanding of networking concepts• Good understanding of web technologies• Good understanding of machine learning• PHP, Javascript is a plus• Angular is a plus"
,,,,,,"BSc. degree in Mechatronics Engineering, Computer Engineering, Communication Engineering or any Relevant Degree.C programming (Must), Python and OOP concepts (Must) and Algorithms.knowledge in electronics and logic design.Very good knowledge in Microcontrollers interfacing using (AVR or PIC).Knowledge in communication protocols such as (SPI,UART , TWI)Experience in ai Libraries and frameworks  such as opencv and TKinter.Experience in developing learning materials and coursesExcellent communication and presentation skills"
,,,,,,"Experience: 0 – 3 yearsBS/MS degree in Computer Science, Network Engineering, or a related subjectExperience with Pipeline tools (preferably GitHub actions)Excellent command of LinuxStrong knowledge of Bash scriptingExperience with DockerKnowledge of AWS, GCP, or Azure (preferably AWS)Knowledge of PythonProficient understanding of code versioning tools (e.g. Git).Strong troubleshooting skills.Ability to document requirements and specificationsExtra points: Background in SecurityBackground in APM Background in AI/MLBackground in Kubernetes and JenkinsExperience with mobile platform CI/CD processes. Important Note: We care for the well-being of our team members. Hence, we are looking into candidates living nearby Heliopolis Area. Please don't apply if you live very far away."
,,,,,,"RequirementsFresh Graduate - Computer science, Engineering or a related discipline.What is expected from the trainee?Trainees should get their laptop with them.The trainee should put in their consideration that the sessions are not the end, it’s just to put them on the track and enlighten the road. It’s just the beginning so, they should search more and more for each topic after the sessions to enhance their skills and build a strong base.Supervision by Seniors from our team will support the trainee while doing the self-learning topics and the practical real tasks.Trainees should showcase their talent, passion and strong will in learning new technologies.Should have teamwork and communication skills. "
,,,,,,"Senior or graduate from an engineering discipline, such as computer science, electrical engineering, or related fields.Strong self-study abilities and a passion for continuous learning and growth.Proficiency in Python programming language.Basic understanding of computer vision principles, algorithms, and techniques.Familiarity with machine learning models and frameworks.Comfort working in a Linux environment.Exposure to API design and implementation using frameworks like Flask.Some experience or knowledge in embedded systems development is preferred.Familiarity with PCB design using tools such as Proteus, Eagle, EasyEDA, or equivalent is a plus.Strong problem-solving and analytical skills.Good communication skills for effective collaboration with cross-functional teams."
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,"Proven experience as a Data Scientist or Data AnalystExperience in data miningUnderstanding of machine-learning and operations researchKnowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an assetExperience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)Analytical mind and business acumenStrong math skills (e.g. statistics, algebra)Problem-solving aptitudeExcellent communication and presentation skillsBSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred"
,,,,,,"Programming Language: PythonStrong understanding of machine learning algorithms, neural networks, and deep learning techniquesExperience with popular ML frameworks like TensorFlow or PyTorch is often required.Proficiency in data preprocessing, cleaning, and analysis. Knowledge of libraries like Pandas and NumPy for data manipulationFamiliarity with tools for building and deploying AI models, such as Jupyter notebooks, Azure ML service, AWS Sage Maker,..skills in working with NLP libraries & Knowledge of Huggingface Transformers.Knowledge of databases and query languages (SQL, NoSQL) f"
,,,,,,1 to 4 years of experience in data science . Solid understanding of Artificial intelligence models and different use cases implementations. Solid scripting skills in Python. Solid understanding of Mathematics and probability behind the AI models implementation. Experience in AI solutions such as Data Robot or Dataiku is a plus. 
,,,,,,Bachelor degree in Finance/Accounting4-6 years of experience in cost accounting.Background ERP System is a mustVery good in English ;language.Skills: Active Learning problem Solving Time Management Communication skillsComputer skillsAttention to Detail Analytical thinking Stress Tolerance
,,,,,,fresh grad from Mechanical engineering excellent in Microsoft office 
,,,,,," Qualifications:Bachelor’s degree in Computer Science, Information Technology, or related field.Proven experience as a Machine Learning Engineer or similar role. Technical Skills:Extensive experience with Python is essential.Strong knowledge for different ML libraries and frameworks such as Scikit-learn, TensorFlow and PyTorch.Familiarity with convolutional and recurrent neural networks. "
,,,,,,Grad From Mechanical Engineer Excellent in Microsoft office 
,,,,,,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
,,,,,,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent professional experience.Minimum of 5 years of experience in full-stack web development, with a strong understanding of Django (Python) for the backend and React for the frontend.Proficient in Django web framework, Django REST Framework, and React.Experience with RESTful API development and microservices architecture.Knowledge of database systems (e.g., PostgreSQL, MySQL) and their integration with Django applications.Familiarity with AI technologies, such as natural language processing, machine learning, and deep learning, and their integration with web applications.Strong problem-solving, analytical, and debugging skills.Excellent communication, leadership, and project management skills.Ability to work in a collaborative and cross-functional team environment.Commitment to staying up-to-date with the latest technologies and industry best practices in Django, React, and AI integration."
,,,,,,"Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.5+ years of professional experience in backend development using Python.Solid understanding of software design patterns, data structures, and algorithms.Proven experience with AI/ML frameworks (e.g., Tensor Flow, PyTorch, Sickie-Learn) and deploying machine learning models.Strong experience with web frameworks (e.g., Flask, Django) and building RESTful APIs.Familiarity with cloud platforms (AWS, GCP, Azure) and containerization (Docker, Kubernetes).Solid understanding of relational and NoSQL databases.Experience with microservices architecture and distributed systems is a plus.Excellent problem-solving skills and the ability to work independently or as part of a team.Effective communication skills and a collaborative mindset."
,,,,,," 1. CNC Machine Maintenance: Perform routine inspections and preventive maintenance on CNC machines to ensure optimal performance and minimize equipment failures. This includes assessing mechanical and hydraulic systems, troubleshooting, diagnosing and repairing mechanical malfunctions. 2. Troubleshooting and Repairs: Investigate and resolve issues related to CNC machines promptly. Use diagnostic tools and knowledge of both mechanical & hydraulic systems to identify problems, repair or replace faulty components, and restore machines to operational status. 3. Calibration and Alignment: Conduct regular calibration and alignment procedures on CNC machines to maintain accuracy and precision. 4. Documentation and Reporting: Maintain accurate records of machine maintenance activities, including inspection reports, repairs performed, and replacement parts used.  Qualifications and Requirements: - Bachelor's degree in Mechanical - Production Engineering or a related field. -Hard working - 3:5 Years experience in  maintenance of sheet metal CNC machines -Experience in CNC sheet metal machines (fiber laser, press brakes, punch press and shears) is a plus- Proven experience in maintenance, troubleshooting, and repair of CNC machines or similar automated systems.- Strong knowledge of mechanical and hydraulic systems, and components commonly used in CNC machines. - Familiarity with sheet metal CNC machines programming and operating controllers such as Delem, Esa, Cybelec, Fanuc.... Etc- Excellent problem-solving skills and the ability to work under pressure to resolve urgent issues. - Effective communication skills - Ability to adapt to changing priorities and handle multiple tasks simultaneously. - Continuous learning mindset to stay updated with evolving technologies and industry trends."
,,,,,,"Bachelor's or Master's degree in Computer Science, Software Engineering, or a related field.5+ years of professional experience in backend development using Python.Solid understanding of software design patterns, data structures, and algorithms.Proven experience with AI/ML frameworks (e.g., TensorFlow, PyTorch, Scikit-Learn) and deploying machine learning models.Strong experience with web frameworks (e.g., Flask, Django) and building RESTful APIs.Familiarity with cloud platforms (AWS, GCP, Azure) and containerization (Docker, Kubernetes).Solid understanding of relational and NoSQL databases.Experience with microservices architecture and distributed systems is a plus.Excellent problem-solving skills and the ability to work independently or as part of a team.Effective communication skills and a collaborative mindset."
,,,,,,"A bachelor Degree in Computer Science, Software Engineering, Statistics, Mathematics or related disciplines from a reputable university.Minimum 15 years of relevant experience as a Data Engineer or relevant roles.Should be Proficient in writing technical reportsHas experience in writing technical proposalsCloud computing platforms: AWS/Azure/GCPProgramming languages: Python/Java/Scala & Unix Shell scriptingData warehouse technologies: Redshift/Snowflake/BigQueryData lake technologies: Hadoop, Spark, and HiveOrchestration: Airflow/Control-M/(Any Orchestration tool)Machine learning frameworks: TensorFlow, PyTorch, and scikit-learn"
,,,,,,"Qualifications:Bachelor's degree, preferably in an art-related field or study.2+ years of supervisory experience in manufacturing.Technical proficiency and project management skills.Strong leadership and communication abilities.Innovative thinking and a continuous improvement mindset.Ability to manage blue-collar workers and collaborate effectively with white-collar colleagues.Proficiency in advanced Excel, data analysis, report generation, dashboard development, Excel integration, training and support, continuous learning, and problem-solving skills.Strong collaboration skills with logistics and quality assurance teams."
,,,,,,"A bachelor’s degree in computer science, engineering, or related field1-3 years of related work experience; internship experience countsGood database skills in a relational database (i.e. PostgresSQL, MySQL, etc.)Knowledge of how to build and use RESTful APIs Experience with modern JavaScript frameworks such as Angular and React.Fair knowledge of version control (like git).Unit test and debugging skills is a plus.Google Cloud Platform (GCP) knowledge is a plus."
,,,,,,"Proven experience as a Data Scientist or similar role10+ years of experience working Data Consulting Should be Proficient in writing technical reportsHas experience in writing technical proposalsSolid understanding of machine learningKnowledge of data management and visualization techniquesA knack for statistical analysis and predictive modelingGood knowledge of R, Python and MATLABExperience with SQL and NoSQL databasesStrong organizational and leadership skillsExcellent communication skillsA business mindsetDegree in Computer Science, Data Science, Mathematics or similar field"
,,,,,,"Bachelor's or Master's degree in Engineering, Computer Science, Statistics or Applied Mathematics or equivalent experience1 - 2 years' Data Analysis experienceProficient in SQL and PythonKnowledge of data visualization tools such as Google data Studio.Excellent communication skills, both written and verbal. •Strong analytical skills, attention to detail and problem-solving skills.Ability to analyze complex data sets and derive actionable insights and statistical techniques.Ability to work independently, and as part of a team, manage multiple tasks, and meet deadlines in a fast-paced and dynamic environment. Desired Skills & ExperienceExperience with some form of big data analytics technologies – PySpark, etc.Experience with Metabase.Experience with Databricks.Understanding of data modeling, data warehousing, and database design principles.Understanding of ETL processes and experience in data extraction, transformation, and loading.Experience with Machine Learning and Deep Learning algorithms. "
,,,,,,"• Bachelor's degree in Electrical Engineering. • At least 5 years of experience electrical maintenance (classic control). • Excellent experience working with PLC programing and HMI. • Experience with variable speed, servo drive and control equipment programing. • Experience control circuit design. • Experience excellent knowledge in pneumatic systems."
,,,,,,"Job Requirements:At least 2 years of experience in AI, with a minimum of 1 year in a senior role.Experience managing the development and deployment of object detection models, including image preprocessing and working with pre-trained models like YOLO.Proven ability to test, evolve, and deploy models to various platforms, including mobile applications, web services, and edge devices.Strong team management skills, with the ability to align technical goals with company objectives and foster a positive work environment.Up-to-date with the latest technology trends to meet company goals.Excellent communication skills in both written and spoken English."
,,,,,,"Required SkillsStrong knowledge of software development conceptsStrong knowledge of web development conceptsExperience with one or more frontend/backend development frameworksCapable of communication with clients and stakeholdersCan lead other resources to deliver solutions with decent qualityCapable of navigating through open-source libraries code and modify or patch them if neededGood command of English language; written and spokenGood communication skillsOptional SkillsStrong UI Development skills via HTML5, CSS3Strong knowledge of mobile development conceptsExperience with developing cross-platform mobile applicationsExperience with developing iOS applications nativelyExperience with developing Android applications nativelyExperience with ReactExperience with React NativeExperience with Ruby on Rails frameworkOpen Source ContributorKnowledge/Experience with advanced topics like Machine Learning, Artificial intelligence or similar is a big plusCandidate QualitiesAttention to detailsAbility to tackle new challengesCreativeContinuous improvementCares a lot about delivering code with high levels of qualityEager and quick learnerFlexible and open to exploring different platforms/paradigms/technologiesKeeping an eye on new technologies and paradigmsLoves to share knowledge with others and cares to listen to other people thoughts and achievementsOut of the box thinkerOpen to receiving different opinions and defend his thoughtsPassionateProduct Oriented and not Task OrientedYour BenefitsCompetitive SalaryFlexible working hoursAbility to work from home whenever neededSocial InsuranceMedical InsuranceIf you are interested in the job opportunity and you have the required skills needed and believe that you can achieve these responsibilities efficiently, please apply and send your resume and portfolio, showcasing your technical skills"
,,,,,,"Required SkillsStrong knowledge of software development conceptsStrong knowledge of web development conceptsExperience with version control systems such as GitExperience with one or more frontend/backend development frameworksGood command of English language; written and spokenGood communication skillsOptional SkillsExperience in integration with API endpointsStrong UI Development skills via HTML5, CSS3Strong knowledge of mobile development conceptsExperience with developing cross-platform mobile applicationsExperience with developing iOS applications nativelyExperience with developing Android applications nativelyExperience with ReactExperience with React NativeExperience with Ruby on Rails frameworkOpen Source ContributorCapable of navigating through open-source libraries code and modify or patch them if neededKnowledge/Experience with advanced topics like Machine Learning, Artificial intelligence or similar is a big plusJob ResponsibilitiesDevelop backend, frontend and mobile applicationsInvestigate new paradigms and technologies and assess themCommunication with clients whenever needed and understand their requirementsFollow specific process to deliver work within agreed-upon timelines while maintaining qualityParticipate in brainstorming and planning sessionsCollaborate with team members to deliver solutionsShare knowledge with team membersYour BenefitsCompetitive SalaryFlexible working hoursAbility to work from home whenever neededSocial InsuranceMedical Insurance If you are interested in the job opportunity and you have the required skills needed and believe that you can achieve these responsibilities efficiently, please apply and send your resume and portfolio, showcasing your technical skills"
,,,,,,"Experience: Minimum of 5 years of professional experience in Python development.Education: Bachelor’s degree in Computer Science, Engineering, or a related field.Technical Skills:Strong proficiency in Python and its frameworks (e.g., Django, Flask).Experience with front-end technologies (e.g., HTML, CSS, JavaScript).Proficiency in database systems (e.g., PostgreSQL, MySQL).Experience with RESTful APIs and microservices architecture.Familiarity with version control systems (e.g., Git).Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes).Soft Skills:Excellent problem-solving skills.Strong communication and teamwork abilities.Ability to work in a fast-paced, agile development environment.Strong attention to detail and commitment to quality.Preferred Qualifications:Experience with cloud platforms (e.g., AWS, Azure, Google Cloud).Knowledge of machine learning and data analysis.Previous experience in startup environments or with business automation solutions.Additional Responsibilities:Providing support to Sherkety’s clients outside of Egypt, ensuring effective implementation and operation of our services.Collaborating with international teams to tailor solutions that meet the needs of a diverse client base."
,,,,,,"Graduates of Production , Mechatronics, Electromechanics “OR” Industrial Engineer Alexandria University “OR” Arab Academy for Science and Technology.Graduate of 2021 & 2022 & 2023 ONLY.Males with Military service defined.Alexandria Residence only.Good to Excellent English commands.Perfect Ms. Office commands.Good knowledge about SQL language.Ability to work under pressure and meet deadlines with a flexible schedule.Good communication and presentation skills.Ability to deal with different ages and mindsets.Familiar with industrial engineering processes and applications.the ability to lead a team or to be a part of a team.the ability to manage people from different cultures & to help them through their problems.Knowledge of production and processes:• Just-in-time (JIT)• Lean• 5S• Total Quality Management (TQM)• Visual aids• Work standards all in a continuous improvement ""Kaizen-mode"" "
,,,,,,"Job Requirements & Skills:•           Bachelor’s degree in accounting, business management or relevant.•           Prior Administrative experience.•           4-6 years of experience Max Age 30 Females only.•           Knowledge of office management systems and procedures.•           Working knowledge of office equipment, like printers and fax machines.•           Proficiency in MS Office (MS Excel and MS PowerPoint, in particular).•           Excellent time management skills and the ability to prioritize work.•           Presentation skills, Attention to detail and problem-solving skills.•           Excellent written and verbal communication skills.•           Strong organizational skills with the ability to multi-task.•           The ability to accept and understand instructions.•           Excellent Command in English.•           Providing accurate translation into English of various types of documents, texts and contents on time.•           Positive attitude, willingness to learn, and eagerness to take on new challenges and responsibilities.   "
,,,,,,"Preferred Experience:PostgreSQL Databases: Knowledge of managing and maintaining PostgreSQL databases, including performance tuning and backup strategies.Distributed NoSQL Databases: Experience with distributed NoSQL databases, ensuring data consistency and availability.NodeJS Application Servers: Understanding of deploying and managing NodeJS application servers, optimizing for performance and reliability.Tomcat Web Applications: Experience in managing Tomcat web applications, including configuration, deployment, and performance tuning.ARCGIS Servers: Familiarity with ARCGIS servers for managing and serving geographic information system (GIS) data.Machine Learning Servers with Docker: Experience in setting up and managing machine learning environments using Docker containers, ensuring efficient resource utilization.Qualifications:Education: Bachelor’s degree in computer science, Information Technology, or a related field. Relevant certifications in AWS are a plus.Experience: Approximately 10 years of experience in IT, with 5 to 7 years specifically working with AWS services.Skills:Proficiency in managing AWS infrastructure and services.Strong understanding of Docker containerization and orchestration.Expertise in IAM policies and security best practices.Proficient in monitoring and maintaining system performance.Familiarity with PostgreSQL and NoSQL databases.Experience with NodeJS, Tomcat, and ARCGIS servers.Knowledge of machine learning server setups using Docker.Personal Attributes:Excellent problem-solving skills and the ability to troubleshoot complex issues.Strong communication and collaboration skills.Ability to work independently and as part of a team.Detail-oriented with a focus on continuous improvement and innovation."
,,,,,,GPA must be al least 3.5Bachelor of Production or Mechanical Engineering ONLYVery good English Language (Writing and Speaking)Excellent Communication Skills 
,,,,,,Proven experience as quality managerConscientious and responsibleA keen eye for detail and a results driven approachOutstanding communication skillsExcellent organizational and leadership skillsProficient in MS OfficeIn depth understanding of quality control procedures and relevant legal standardThe scientific specialization must be a Bachelor of ScienceCertification of quality control is a strong advantage (ISO 9000 etc.)
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
,,,,,,No Job Requirements Mentioned
